,address,kbytes,rss,dirty,mode,mapping
470,00007f2e1801e000,16,8,0,r----,libnio.so
471,00007f2e18022000,4,4,4,r----,libnio.so
472,00007f2e18023000,4,4,4,rw---,libnio.so
473,00007f2e18024000,20,20,0,r----,libjsvml.so
474,00007f2e18029000,260,4,0,r-x--,libjsvml.so
475,00007f2e1806a000,548,0,0,r----,libjsvml.so
476,00007f2e180f3000,4,0,0,r----,libjsvml.so
477,00007f2e180f4000,4,0,0,rw---,libjsvml.so
478,00007f2e180f5000,4,0,0,-----,[ anon ]
479,00007f2e180f6000,16,0,0,-----,[ anon ]
480,00007f2e180fa000,1008,44,44,rw---,[ anon ]
481,00007f2e181f6000,348,20,0,r----,LC_CTYPE
482,00007f2e1824d000,4,0,0,-----,[ anon ]
483,00007f2e1824e000,1024,20,20,rw---,[ anon ]
484,00007f2e1834e000,4,0,0,-----,[ anon ]
485,00007f2e1834f000,1540,524,524,rw---,[ anon ]
486,00007f2e184d0000,4,0,0,-----,[ anon ]
487,00007f2e184d1000,1024,8,8,rw---,[ anon ]
488,00007f2e185d1000,40960,40960,40960,rwx--,[ anon ]
489,00007f2e1add1000,79068,0,0,-----,[ anon ]
490,00007f2e1fb08000,2496,1456,1456,rwx--,[ anon ]
491,00007f2e1fd78000,3204,0,0,-----,[ anon ]
492,00007f2e20099000,26496,26444,26444,rwx--,[ anon ]
493,00007f2e21a79000,93536,0,0,-----,[ anon ]
494,00007f2e275d1000,141500,2004,0,r--s-,modules
495,00007f2e30000000,65536,48864,48864,rw---,[ anon ]
496,00007f2e34003000,4,4,0,r----,LC_NUMERIC
497,00007f2e34004000,4,4,0,r----,LC_TIME
498,00007f2e34005000,4,4,0,r----,LC_MONETARY
499,00007f2e34006000,4,4,0,r----,SYS_LC_MESSAGES
500,00007f2e34007000,4,4,0,r----,LC_PAPER
501,00007f2e34008000,4,4,0,r----,LC_NAME
502,00007f2e34009000,4,4,0,r----,LC_ADDRESS
503,00007f2e3400a000,4,4,0,r----,LC_TELEPHONE
504,00007f2e3400b000,4,4,0,r----,LC_MEASUREMENT
505,00007f2e3400c000,4,4,0,r--s-,gconv-modules.cache
506,00007f2e3400d000,4,4,0,r----,LC_IDENTIFICATION
507,00007f2e3400e000,364,360,360,rw---,[ anon ]
508,00007f2e340aa000,4,0,0,-----,[ anon ]
509,00007f2e340ab000,5136,48,48,rw---,[ anon ]
510,00007f2e345af000,4,0,0,-----,[ anon ]
511,00007f2e345b0000,1024,16,16,rw---,[ anon ]
512,00007f2e346b0000,4,0,0,-----,[ anon ]
513,00007f2e346b1000,1024,8,8,rw---,[ anon ]
514,00007f2e347b1000,4,0,0,-----,[ anon ]
515,00007f2e347b2000,5412,4396,4396,rw---,[ anon ]
516,00007f2e34cfb000,1584,0,0,-----,[ anon ]
517,00007f2e34e87000,768,768,768,rw---,[ anon ]
518,00007f2e34f47000,196,0,0,-----,[ anon ]
519,00007f2e34f78000,572,244,244,rw---,[ anon ]
520,00007f2e35007000,196,0,0,-----,[ anon ]
521,00007f2e35038000,4348,1848,1848,rw---,[ anon ]
522,00007f2e35477000,732,0,0,-----,[ anon ]
523,00007f2e3552e000,320,320,320,rw---,[ anon ]
524,00007f2e3557e000,620,0,0,-----,[ anon ]
525,00007f2e35619000,20,20,20,rw---,[ anon ]
526,00007f2e3561e000,28,0,0,-----,[ anon ]
527,00007f2e35625000,52,52,0,r----,libjava.so
528,00007f2e35632000,56,56,0,r-x--,libjava.so
529,00007f2e35640000,20,8,0,r----,libjava.so
530,00007f2e35645000,4,4,4,r----,libjava.so
531,00007f2e35646000,4,4,4,rw---,libjava.so
532,00007f2e35647000,4,4,4,rw---,[ anon ]
533,00007f2e35648000,32,32,12,rw-s-,11
534,00007f2e35650000,8,8,0,r----,libjimage.so
535,00007f2e35652000,12,12,0,r-x--,libjimage.so
536,00007f2e35655000,4,4,0,r----,libjimage.so
537,00007f2e35656000,4,4,4,r----,libjimage.so
538,00007f2e35657000,4,4,4,rw---,libjimage.so
539,00007f2e35658000,16,0,0,-----,[ anon ]
540,00007f2e3565c000,1008,72,72,rw---,[ anon ]
541,00007f2e35758000,12,12,0,r----,libgcc_s-13-20250418.so.1
542,00007f2e3575b000,112,8,0,r-x--,libgcc_s-13-20250418.so.1
543,00007f2e35777000,16,4,0,r----,libgcc_s-13-20250418.so.1
544,00007f2e3577b000,4,0,0,r----,libgcc_s-13-20250418.so.1
545,00007f2e3577c000,4,0,0,rw---,libgcc_s-13-20250418.so.1
546,00007f2e3577d000,64,60,0,r----,libm.so.6
547,00007f2e3578d000,476,72,0,r-x--,libm.so.6
548,00007f2e35804000,360,8,0,r----,libm.so.6
549,00007f2e3585e000,4,0,0,r----,libm.so.6
550,00007f2e3585f000,4,0,0,rw---,libm.so.6
551,00007f2e35860000,624,604,0,r----,libstdc++.so.6.0.32
552,00007f2e358fc000,1192,136,0,r-x--,libstdc++.so.6.0.32
553,00007f2e35a26000,496,20,0,r----,libstdc++.so.6.0.32
554,00007f2e35aa2000,52,0,0,r----,libstdc++.so.6.0.32
555,00007f2e35aaf000,4,0,0,rw---,libstdc++.so.6.0.32
556,00007f2e35ab0000,16,0,0,rw---,[ anon ]
557,00007f2e35ab4000,2696,2696,0,r----,libjvm.so
558,00007f2e35d56000,14668,9312,0,r-x--,libjvm.so
559,00007f2e36ba9000,2920,768,0,r----,libjvm.so
560,00007f2e36e83000,848,592,584,r----,libjvm.so
561,00007f2e36f57000,192,80,80,rw---,libjvm.so
562,00007f2e36f87000,416,236,236,rw---,[ anon ]
563,00007f2e36fef000,152,140,0,r----,libc.so.6
564,00007f2e37015000,1372,656,0,r-x--,libc.so.6
565,00007f2e3716c000,332,92,0,r----,libc.so.6
566,00007f2e371bf000,16,12,12,r----,libc.so.6
567,00007f2e371c3000,8,8,8,rw---,libc.so.6
568,00007f2e371c5000,32,16,16,rw---,[ anon ]
569,00007f2e371cd000,8,8,0,r----,libjli.so
570,00007f2e371cf000,40,40,0,r-x--,libjli.so
571,00007f2e371d9000,12,8,0,r----,libjli.so
572,00007f2e371dc000,4,0,0,r----,libjli.so
573,00007f2e371dd000,4,0,0,rw---,libjli.so
574,00007f2e371de000,12,12,0,r----,libz.so.1.3.1.zlib-ng
575,00007f2e371e1000,88,64,0,r-x--,libz.so.1.3.1.zlib-ng
576,00007f2e371f7000,36,16,0,r----,libz.so.1.3.1.zlib-ng
577,00007f2e37200000,4,4,4,r----,libz.so.1.3.1.zlib-ng
578,00007f2e37201000,4,4,4,rw---,libz.so.1.3.1.zlib-ng
579,00007f2e37202000,4,0,0,-----,[ anon ]
580,00007f2e37203000,4,0,0,r----,[ anon ]
581,00007f2e37204000,4,0,0,-----,[ anon ]
582,00007f2e37205000,8,8,8,rw---,[ anon ]
583,00007f2e37207000,4,4,0,r----,ld-linux-x86-64.so.2
584,00007f2e37208000,156,148,0,r-x--,ld-linux-x86-64.so.2
585,00007f2e3722f000,40,20,0,r----,ld-linux-x86-64.so.2
586,00007f2e37239000,8,4,4,r----,ld-linux-x86-64.so.2
587,00007f2e3723b000,8,8,8,rw---,ld-linux-x86-64.so.2
588,00007ffecda97000,132,4,0,rw---,[ stack ]
589,00007ffecdb0c000,8,4,0,r-x--,[ anon ]
590,ffffffffff600000,4,0,0,r-x--,[ anon ]
